idnumber,source,fullname,genus,species,cultivarhybrid,csomenumber,lifehistoryclean,ploidy,selfincomp,ploidybyZF,namechangedfrom
9813,RZF,Solanum_stenophyllidium,Solanum,stenophyllidium,,24,P,2,SI,,
9814,RZF,Solanum_stenophyllidium,Solanum,stenophyllidium,,24,P,2,SI,,
9815,RZF,Solanum_stenophyllidium,Solanum,stenophyllidium,,24,P,2,SI,,
9816,RZF,Solanum_stenophyllidium,Solanum,stenophyllidium,,24,P,2,SI,,
9817,EEG,Solanum_stenophyllidium,Solanum,stenophyllidium,,,,,,,
9818,EEG,Solanum_stenophyllidium,Solanum,stenophyllidium,,,,,,,
9819,EEG,Solanum_stenophyllidium,Solanum,stenophyllidium,,,,,,,
9820,EEG,Solanum_stenophyllidium,Solanum,stenophyllidium,,,,,,,
9821,EEG,Solanum_stenophyllidium,Solanum,stenophyllidium,,,,,,,
9822,EEG,Solanum_stenophyllum,Solanum,stenophyllum,,,,,,,
9823,EEG,Solanum_stenopterum,Solanum,stenopterum,,,,,,,
9824,EEG,Solanum_stipitatostellatum,Solanum,stipitatostellatum,,,,,,,
9825,EEG,Solanum_stipitatostellatum,Solanum,stipitatostellatum,,,,,,,
9826,EEG,Solanum_stipulaceum,Solanum,stipulaceum,,,,,,,
9827,EEG,Solanum_stipulatum,Solanum,stipulatum,,,,,,,
9828,RZF,Solanum_stipuloideum,Solanum,stipuloideum,,24,P,2,SI,,
9829,RZF,Solanum_stipuloideum,Solanum,stipuloideum,,24,P,2,SI,,
9830,RZF,Solanum_stipuloideum,Solanum,stipuloideum,,24,P,2,SI,,
9831,RZF,Solanum_stipuloideum,Solanum,stipuloideum,,24,P,2,SI,,
9832,RZF,Solanum_stipuloideum,Solanum,stipuloideum,,24,P,2,SI,,
9833,RZF,Solanum_stipuloideum,Solanum,stipuloideum,,24,P,2,SI,,
9834,RZF,Solanum_stipuloideum,Solanum,stipuloideum,,24,P,2,SI,,
9835,RZF,Solanum_stipuloideum,Solanum,stipuloideum,,24,P,2,SI,,
9836,RZF,Solanum_stipuloideum,Solanum,stipuloideum,,24,P,2,SI,,
9837,RZF,Solanum_stipuloideum,Solanum,stipuloideum,,24,P,2,SI,,
9838,RZF,Solanum_stipuloideum,Solanum,stipuloideum,,24,P,2,SI,,
9839,RZF,Solanum_stipuloideum,Solanum,stipuloideum,,24,P,2,SI,,
9840,RZF,Solanum_stipuloideum,Solanum,stipuloideum,,24,P,2,SI,,
9841,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9842,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9843,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9844,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9845,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,2,SC,,
9846,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9847,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9848,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9849,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,2,SC,,
9850,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9851,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9852,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9853,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9854,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9855,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9856,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9857,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9858,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9859,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,24,P,2,SC,,
9860,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,24,P,2,SC,,
9861,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9862,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9863,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9864,RZF,Solanum_stoloniferum,Solanum,stoloniferum,,48,P,4,SC,,
9865,EEG,Solanum_stoloniferum,Solanum,stoloniferum,,,,,,,
9866,EEG,Solanum_stoloniferum,Solanum,stoloniferum,,,,,,,
9867,EEG,Solanum_stoloniferum,Solanum,stoloniferum,,,,,,,
9868,EEG,Solanum_stoloniferum,Solanum,stoloniferum,,,,,,,
9869,EEG,Solanum_stoloniferum,Solanum,stoloniferum,,,,,,,
9870,EEG,Solanum_storkii,Solanum,storkii,,,,,,,
9871,RZF,Solanum_stramoniifolium,Solanum,stramoniifolium,,24,P,2,SC,,
9872,RZF,Solanum_stramoniifolium,Solanum,stramoniifolium,,24,P,2,SC,,
9873,RZF,Solanum_stramoniifolium,Solanum,stramoniifolium,,24,P,2,SC,,
9874,RZF,Solanum_stramoniifolium,Solanum,stramoniifolium,,24,P,2,SC,,
9875,RZF,Solanum_stramoniifolium,Solanum,stramoniifolium,,24,P,2,SC,,
9876,EEG,Solanum_stramoniifolium,Solanum,stramoniifolium,,,,,,,
9877,EEG,Solanum_stramoniifolium,Solanum,stramoniifolium,,,,,,,
9878,EEG,Solanum_stramoniifolium,Solanum,stramoniifolium,,,,,,,
9879,EEG,Solanum_stramoniifolium,Solanum,stramoniifolium,,,,,,,
9880,RZF,Solanum_stuckertii,Solanum,stuckertii,,24,P,2,SI,,
9881,RZF,Solanum_stuckertii,Solanum,stuckertii,,24,P,2,SI,,
9882,RZF,Solanum_stuckertii,Solanum,stuckertii,,24,P,2,SI,,
9883,RZF,Solanum_stuckertii,Solanum,stuckertii,,24,P,2,SI,,
9884,RZF,Solanum_stuckertii,Solanum,stuckertii,,24,P,2,SI,,
9885,RZF,Solanum_stuckertii,Solanum,stuckertii,,24,P,2,SI,,
9886,RZF,Solanum_stuckertii,Solanum,stuckertii,,24,P,2,SI,,
9887,EEG,Solanum_stuckertii,Solanum,stuckertii,,,,,,,
9888,EEG,Solanum_stuckertii,Solanum,stuckertii,,,,,,,
9889,EEG,Solanum_stuckertii,Solanum,stuckertii,,,,,,,
9890,EEG,Solanum_stuckertii,Solanum,stuckertii,,,,,,,
9891,EEG,Solanum_stuckertii,Solanum,stuckertii,,,,,,,
9892,EEG,Solanum_stuckertii,Solanum,stuckertii,,,,,,,
9893,EEG,Solanum_stuckertii,Solanum,stuckertii,,,,,,,
9894,RZF,Solanum_stupefactum,Solanum,stupefactum,,24,P,2,,1,
9895,EEG,Solanum_stupefactum,Solanum,stupefactum,,,,,,,
9896,RZF,Solanum_sturtianum,Solanum,sturtianum,,24,P,2,,,
9897,RZF,Solanum_sturtianum,Solanum,sturtianum,,24,P,2,,,
9898,RZF,Solanum_sturtianum,Solanum,sturtianum,,24,P,2,,,
9899,RZF,Solanum_sturtianum,Solanum,sturtianum,,24,P,2,,,
9900,EEG,Solanum_sturtianum,Solanum,sturtianum,,,,,,,
9901,EEG,Solanum_sturtianum,Solanum,sturtianum,,,,,,,
9902,EEG,Solanum_sturtianum,Solanum,sturtianum,,,,,,,
9903,EEG,Solanum_sturtianum,Solanum,sturtianum,,,,,,,
9904,RZF,Solanum_suaveolens,Solanum,suaveolens,,24,A,2,SC,,
9905,RZF,Solanum_suaveolens,Solanum,suaveolens,,24,A,2,SC,,
9906,RZF,Solanum_suaveolens,Solanum,suaveolens,,24,A,2,SC,,
9907,RZF,Solanum_suaveolens,Solanum,suaveolens,,24,A,2,SC,,
9908,RZF,Solanum_suaveolens,Solanum,suaveolens,,24,A,2,SC,,
9909,RZF,Solanum_suaveolens,Solanum,suaveolens,,24,A,2,SC,,
9910,EEG,Solanum_suaveolens,Solanum,suaveolens,,,,,,,
9911,EEG,Solanum_suaveolens,Solanum,suaveolens,,,,,,,
9912,EEG,Solanum_suaveolens,Solanum,suaveolens,,,,,,,
9913,EEG,Solanum_suaveolens,Solanum,suaveolens,,,,,,,
9914,EEG,Solanum_suaveolens,Solanum,suaveolens,,,,,,,
9915,EEG,Solanum_suaveolens,Solanum,suaveolens,,,,,,,
9916,EEG,Solanum_suaveolens,Solanum,suaveolens,,,,,,,
9917,EEG,Solanum_suaveolens,Solanum,suaveolens,,,,,,,
9918,EEG,Solanum_subandinum,Solanum,subandinum,,,,,,,
9919,EEG,Solanum_subandinum,Solanum,subandinum,,48,,4,,1,
9920,EEG,Solanum_subinerme,Solanum,subinerme,,,,,,,
9921,EEG,Solanum_subpanduratum,Solanum,subpanduratum,,48,P,4,,1,
9922,EEG,Solanum_subpanduratum,Solanum,subpanduratum,,,,,,,
9923,EEG,Solanum_subtilius,Solanum,subtilius,,24,,2,,1,
9924,EEG,Solanum_subvelutinum,Solanum,subvelutinum,,,P,,SI,,
9925,EEG,Solanum_subvelutinum,Solanum,subvelutinum,,,,,,,
9926,EEG,Solanum_sucrense,Solanum,sucrense,,,,,,,
9927,EEG,Solanum_sucrense,Solanum,sucrense,,48,P,4,SC,,
9928,EEG,Solanum_sucrense,Solanum,sucrense,,,,,,,
9929,EEG,Solanum_sucrense,Solanum,sucrense,,,,,,,
9930,EEG,Solanum_sucubunense,Solanum,sucubunense,,24,P,2,,,
9931,EEG,Solanum_sucubunense,Solanum,sucubunense,,,,,,,
9932,EEG,Solanum_suffrutescens,Solanum,suffrutescens,,,,,,,
9933,EEG,Solanum_suffrutescens,Solanum,suffrutescens,,,,,,,
9934,EEG,Solanum_suffrutescens,Solanum,suffrutescens,,24,,2,,,
9935,EEG,Solanum_sulphureum,Solanum,sulphureum,,,P,,,,
9936,EEG,Solanum_sumacaspi,Solanum,sumacaspi,,,,,,,
9937,EEG,Solanum_superbum,Solanum,superbum,,,,,,,
9938,EEG,Solanum_supinum,Solanum,supinum,,,P,,SC,,
9939,EEG,Solanum_supinum,Solanum,supinum,,,,,,,
9940,EEG,Solanum_supinum,Solanum,supinum,,,,,,,
9941,EEG,Solanum_surattense,Solanum,surattense,,24,,2,,1,
9942,RZF,Solanum_sycocarpum,Solanum,sycocarpum,,24,,2,,1,
9943,EEG,Solanum_symmetricum,Solanum,symmetricum,,,,,,,
9944,RZF,Solanum_symonii,Solanum,symonii,,92,P,8,SC,,
9945,RZF,Solanum_symonii,Solanum,symonii,,92,P,8,SC,,
9946,RZF,Solanum_symonii,Solanum,symonii,,92,P,8,SC,,
9947,RZF,Solanum_symonii,Solanum,symonii,,96,P,8,SC,,
9948,RZF,Solanum_symonii,Solanum,symonii,,92,P,8,SC,,
9949,RZF,Solanum_symonii,Solanum,symonii,,92,P,8,SC,,
9950,EEG,Solanum_symonii,Solanum,symonii,,,,,,,
9951,EEG,Solanum_symonii,Solanum,symonii,,,,,,,
9952,EEG,Solanum_symonii,Solanum,symonii,,,,,,,
9953,EEG,Solanum_symonii,Solanum,symonii,,,,,,,
9954,EEG,Solanum_tabacifolium,Solanum,tabacifolium,,24,P,2,,,
9955,RZF,Solanum_tabanoense,Solanum,tabanoense,,24,P,2,SI,,
9956,RZF,Solanum_tabanoense,Solanum,tabanoense,,24,P,2,SI,,
9957,EEG,Solanum_tabanoense,Solanum,tabanoense,,,,,,,
9958,EEG,Solanum_tabanoense,Solanum,tabanoense,,,,,,,
9959,EEG,Solanum_tabanoense,Solanum,tabanoense,,,,,,,
9960,EEG,Solanum_tabanoense,Solanum,tabanoense,,,,,,,
9961,EEG,Solanum_tabanoense,Solanum,tabanoense,,,,,,,
9962,EEG,Solanum_tabanoense,Solanum,tabanoense,,,,,,,
9963,EEG,Solanum_tacanense,Solanum,tacanense,,,,,,,
9964,EEG,Solanum_tacanense,Solanum,tacanense,,,,,,,
9965,EEG,Solanum_tacnaense,Solanum,tacnaense,,,,,,,
9966,EEG,Solanum_tacnaense,Solanum,tacnaense,,,,,,,
9967,EEG,Solanum_tacnaense,Solanum,tacnaense,,24,P,2,SI,,
9968,EEG,Solanum_tacnaense,Solanum,tacnaense,,,,,,,
9969,EEG,Solanum_tacnaense,Solanum,tacnaense,,,,,,,
9970,EEG,Solanum_tacnaense,Solanum,tacnaense,,,,,,,
9971,RZF,Solanum_taeniotrichum,Solanum,taeniotrichum,,24,P,2,SI,,
9972,RZF,Solanum_taeniotrichum,Solanum,taeniotrichum,,24,P,2,SI,,
9973,RZF,Solanum_taeniotrichum,Solanum,taeniotrichum,,24,P,2,SI,,
9974,EEG,Solanum_taeniotrichum,Solanum,taeniotrichum,,,,,,,
9975,EEG,Solanum_taeniotrichum,Solanum,taeniotrichum,,,,,,,
9976,EEG,Solanum_taeniotrichum,Solanum,taeniotrichum,,,,,,,
9977,EEG,Solanum_taitense,Solanum,taitense,,,,,,,
9978,RZF,Solanum_tanysepalum,Solanum,tanysepalum,,24,P,2,,,
9979,RZF,Solanum_tanysepalum,Solanum,tanysepalum,,24,P,2,,,
9980,RZF,Solanum_tanysepalum,Solanum,tanysepalum,,24,P,2,,,
9981,EEG,Solanum_tanysepalum,Solanum,tanysepalum,,,,,,,
9982,EEG,Solanum_tanysepalum,Solanum,tanysepalum,,,,,,,
9983,EEG,Solanum_tapojense,Solanum,tapojense,,24,P,2,,,
9984,EEG,Solanum_tapojense,Solanum,tapojense,,,,,,,
9985,EEG,Solanum_tapojense,Solanum,tapojense,,,,,,,
9986,EEG,Solanum_tarapacanum,Solanum,tarapacanum,,,,,,,
9987,EEG,Solanum_tarapatanum,Solanum,tarapatanum,,24,P,2,,,
9988,EEG,Solanum_tarapatanum,Solanum,tarapatanum,,,,,,,
9989,EEG,Solanum_tarderemotum,Solanum,tarderemotum,,,,,,,
9990,EEG,Solanum_tarijense,Solanum,tarijense,,,,,,,
9991,EEG,Solanum_tarijense,Solanum,tarijense,,,,,,,
9992,EEG,Solanum_tarijense,Solanum,tarijense,,,,,,,
9993,EEG,Solanum_tarijense,Solanum,tarijense,,,,,,,
9994,EEG,Solanum_tarijense,Solanum,tarijense,,24,P,2,SI,,
9995,EEG,Solanum_tarijense,Solanum,tarijense,,,,,,,
9996,EEG,Solanum_tarijense,Solanum,tarijense,,,,,,,
9997,EEG,Solanum_tarijense,Solanum,tarijense,,,,,,,
9998,RZF,Solanum_tarnii,Solanum,tarnii,,24,P,2,SI,,
9999,RZF,Solanum_tarnii,Solanum,tarnii,,24,P,2,SI,,
10000,RZF,Solanum_tarnii,Solanum,tarnii,,24,P,2,SI,,
10001,EEG,Solanum_tarnii,Solanum,tarnii,,,,,,,
10002,EEG,Solanum_tarnii,Solanum,tarnii,,,,,,,
10003,EEG,Solanum_tarnii,Solanum,tarnii,,,,,,,
10004,EEG,Solanum_tarnii,Solanum,tarnii,,,,,,,
10005,RZF,Solanum_taulisense,Solanum,taulisense,,24,P,2,,,
10006,RZF,Solanum_taulisense,Solanum,taulisense,,24,P,2,,,
10007,RZF,Solanum_taulisense,Solanum,taulisense,,24,P,2,,,
10008,EEG,Solanum_taulisense,Solanum,taulisense,,,,,,,
10009,EEG,Solanum_taulisense,Solanum,taulisense,,,,,,,
10010,EEG,Solanum_taulisense,Solanum,taulisense,,,,,,,
10011,RZF,Solanum_tegore,Solanum,tegore,,24,,2,,1,
10012,RZF,Solanum_tenuiflagellatum,Solanum,tenuiflagellatum,,24,,2,,,
10013,RZF,Solanum_tenuiflagellatum,Solanum,tenuiflagellatum,,24,,2,,,
10014,EEG,Solanum_tenuiflagellatum,Solanum,tenuiflagellatum,,,,,,,
10015,EEG,Solanum_tenuiflagellatum,Solanum,tenuiflagellatum,,,,,,,
10016,RZF,Solanum_tenuipes,Solanum,tenuipes,,24,P,2,SC,,
10017,RZF,Solanum_tenuipes,Solanum,tenuipes,,24,P,2,SC,,
10018,RZF,Solanum_tenuipes,Solanum,tenuipes,,24,P,2,SC,,
10019,RZF,Solanum_tenuipes,Solanum,tenuipes,,24,P,2,SC,,
10020,RZF,Solanum_tenuipes,Solanum,tenuipes,,24,P,2,SC,,
10021,RZF,Solanum_tenuipes,Solanum,tenuipes,,24,P,2,SC,,
10022,RZF,Solanum_tenuipes,Solanum,tenuipes,,24,P,2,SC,,
10023,EEG,Solanum_tenuipes,Solanum,tenuipes,,,,,,,
10024,EEG,Solanum_tenuipes,Solanum,tenuipes,,,,,,,
10025,EEG,Solanum_tenuipes,Solanum,tenuipes,,,,,,,
10026,EEG,Solanum_tenuipes,Solanum,tenuipes,,,,,,,
10027,EEG,Solanum_tenuipes,Solanum,tenuipes,,,,,,,
10028,EEG,Solanum_tenuipes,Solanum,tenuipes,,,,,,,
10029,EEG,Solanum_tenuipes,Solanum,tenuipes,,,,,,,
10030,RZF,Solanum_tenuisetosum,Solanum,tenuisetosum,,24,,2,,1,
10031,RZF,Solanum_tenuispinum,Solanum,tenuispinum,,24,P,2,SC,,
10032,RZF,Solanum_tenuispinum,Solanum,tenuispinum,,24,P,2,SC,,
10033,EEG,Solanum_tenuispinum,Solanum,tenuispinum,,,,,,,
10034,EEG,Solanum_tenuispinum,Solanum,tenuispinum,,,,,,,
10035,EEG,Solanum_tenuissimum,Solanum,tenuissimum,,,,,,,
10036,EEG,Solanum_tepuiense,Solanum,tepuiense,,,,,,,
10037,EEG,Solanum_terminale,Solanum,terminale,,,P,,SC,,
10038,EEG,Solanum_terminale,Solanum,terminale,,,,,,,
10039,EEG,Solanum_ternatum,Solanum,ternatum,,,,,,,
10040,RZF,Solanum_terraneum,Solanum,terraneum,,48,P,4,,1,
10041,EEG,Solanum_terraneum,Solanum,terraneum,,,,,,,
10042,RZF,Solanum_tetrandrum,Solanum,tetrandrum,,24,,2,,1,
10043,RZF,Solanum_tetrandrum,Solanum,tetrandrum,,24,,2,,1,
10044,EEG,Solanum_tetrandrum,Solanum,tetrandrum,,,,,,,
10045,EEG,Solanum_tetrapetalum,Solanum,tetrapetalum,,,,,,,
10046,EEG,Solanum_tetrapetalum,Solanum,tetrapetalum,,,,,,,
10047,EEG,Solanum_tetrapetalum,Solanum,tetrapetalum,,22,P,2,SI,,
10048,EEG,Solanum_tetrapetalum,Solanum,tetrapetalum,,24,P,2,SI,,
10049,EEG,Solanum_tetrapetalum,Solanum,tetrapetalum,,,,,,,
10050,RZF,Solanum_tetrathecum,Solanum,tetrathecum,,48,,4,SC,,
10051,RZF,Solanum_tetrathecum,Solanum,tetrathecum,,48,,4,SC,,
10052,RZF,Solanum_tetrathecum,Solanum,tetrathecum,,48,,4,SC,,
10053,RZF,Solanum_tetrathecum,Solanum,tetrathecum,,48,,4,SC,,
10054,EEG,Solanum_tetrathecum,Solanum,tetrathecum,,,,,,,
10055,EEG,Solanum_tetrathecum,Solanum,tetrathecum,,,,,,,
10056,EEG,Solanum_tetrathecum,Solanum,tetrathecum,,,,,,,
10057,EEG,Solanum_tettense,Solanum,tettense,,,,,,,
10058,EEG,Solanum_thelopodium,Solanum,thelopodium,,,,,,,
10059,EEG,Solanum_thomsonii,Solanum,thomsonii,,,,,,,
10060,EEG,Solanum_thomsonii,Solanum,thomsonii,,,,,,,
10061,EEG,Solanum_timotense,Solanum,timotense,,,,,SC,,
10062,RZF,Solanum_tobagense,Solanum,tobagense,,24,P,2,SI,1,
10063,EEG,Solanum_tobagense,Solanum,tobagense,,,,,,,
10064,EEG,Solanum_toliaraea,Solanum,toliaraea,,,,,,,
10065,EEG,Solanum_tomatillo,Solanum,tomatillo,,,,,,,
10066,EEG,Solanum_tomentosum,Solanum,tomentosum,,,,,,,
10067,EEG,Solanum_tomentosum,Solanum,tomentosum,,,,,,,
10068,EEG,Solanum_tomentosum,Solanum,tomentosum,,,P,,SC,,
10069,EEG,Solanum_tomentosum,Solanum,tomentosum,,,,,,,
10070,EEG,Solanum_toralapanum,Solanum,toralapanum,,,,,,,
10071,EEG,Solanum_toralapanum,Solanum,toralapanum,,,,,,,
10072,EEG,Solanum_toralapanum,Solanum,toralapanum,,,,,,,
10073,EEG,Solanum_toralapanum,Solanum,toralapanum,,24,P,2,SI,,
10074,EEG,Solanum_torreanum,Solanum,torreanum,,,P,,,,
10075,EEG,Solanum_torrecillasense,Solanum,torrecillasense,,,,,,,
10076,RZF,Solanum_torricellense,Solanum,torricellense,,24,,2,,1,
10077,RZF,Solanum_torvoideum,Solanum,torvoideum,,24,,2,,,
10078,EEG,Solanum_torvoideum,Solanum,torvoideum,,,,,,,
10079,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10080,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10081,RZF,Solanum_torvum,Solanum,torvum,,48,P,4,SC,,
10082,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10083,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10084,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10085,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10086,RZF,Solanum_torvum,Solanum,torvum,,48,P,4,SC,,
10087,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10088,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10089,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10090,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10091,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10092,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10093,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10094,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10095,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10096,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10097,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10098,RZF,Solanum_torvum,Solanum,torvum,,48,P,4,SC,,
10099,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10100,RZF,Solanum_torvum,Solanum,torvum,,22,P,2,SC,,
10101,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10102,RZF,Solanum_torvum,Solanum,torvum,,24,P,2,SC,,
10103,EEG,Solanum_torvum,Solanum,torvum,,,,,,,
10104,EEG,Solanum_torvum,Solanum,torvum,,,,,,,
10105,EEG,Solanum_torvum,Solanum,torvum,,,,,,,
10106,EEG,Solanum_torvum,Solanum,torvum,,,,,,,
10107,EEG,Solanum_torvum,Solanum,torvum,,,,,,,
10108,EEG,Solanum_torvum,Solanum,torvum,,,,,,,
10109,EEG,Solanum_torvum,Solanum,torvum,,,,,,,
10110,EEG,Solanum_torvum,Solanum,torvum,,,,,,,
10111,EEG,Solanum_torvum,Solanum,torvum,,,,,,,
10112,EEG,Solanum_tovarii,Solanum,tovarii,,,,,,,
10113,RZF,Solanum_trachycarpum,Solanum,trachycarpum,,24,P,2,SC,,
10114,RZF,Solanum_trachycarpum,Solanum,trachycarpum,,24,P,2,SC,,
10115,RZF,Solanum_trachycarpum,Solanum,trachycarpum,,24,P,2,SC,,
10116,EEG,Solanum_trachycarpum,Solanum,trachycarpum,,,,,,,
10117,EEG,Solanum_trachycarpum,Solanum,trachycarpum,,,,,,,
10118,EEG,Solanum_trachycarpum,Solanum,trachycarpum,,,,,,,
10119,EEG,Solanum_trachycarpum,Solanum,trachycarpum,,,,,,,
10120,EEG,Solanum_trachycarpum,Solanum,trachycarpum,,,,,,,
10121,EEG,Solanum_trachycarpum,Solanum,trachycarpum,,,,,,,
10122,EEG,Solanum_trachycarpum,Solanum,trachycarpum,,,,,,,
10123,EEG,Solanum_trachycyphum,Solanum,trachycyphum,,,,,,,
10124,RZF,Solanum_trachytrichium,Solanum,trachytrichium,,24,,2,,,
10125,EEG,Solanum_trachytrichium,Solanum,trachytrichium,,,,,,,
10126,EEG,Solanum_trachytrichium,Solanum,trachytrichium,,,,,,,
10127,RZF,Solanum_tribulosum,Solanum,tribulosum,,24,,2,SC,,
10128,RZF,Solanum_tribulosum,Solanum,tribulosum,,24,,2,SC,,
10129,RZF,Solanum_tribulosum,Solanum,tribulosum,,24,,2,SC,,
10130,EEG,Solanum_tribulosum,Solanum,tribulosum,,,,,,,
10131,EEG,Solanum_tribulosum,Solanum,tribulosum,,,,,,,
10132,EEG,Solanum_tribulosum,Solanum,tribulosum,,,,,,,
10133,EEG,Solanum_tribulosum,Solanum,tribulosum,,,,,,,
10134,RZF,Solanum_trichoneuron,Solanum,trichoneuron,,24,,2,,,
10135,EEG,Solanum_trichoneuron,Solanum,trichoneuron,,,,,,,
10136,EEG,Solanum_trichoneuron,Solanum,trichoneuron,,,,,,,
10137,EEG,Solanum_houstonii,Solanum,tridynamum,,24,P,2,SC,,Solanum_tridynamum
10138,EEG,Solanum_houstonii,Solanum,tridynamum,,,,,,,Solanum_tridynamum
10139,EEG,Solanum_houstonii,Solanum,tridynamum,,,,,,,Solanum_tridynamum
10140,EEG,Solanum_houstonii,Solanum,tridynamum,,,,,,,
10141,RZF,Solanum_trifidum,Solanum,trifidum,,24,P,2,,,
10142,RZF,Solanum_trifidum,Solanum,trifidum,,24,P,2,,,
10143,RZF,Solanum_trifidum,Solanum,trifidum,,24,P,2,,,
10144,RZF,Solanum_trifidum,Solanum,trifidum,,24,P,2,,,
10145,EEG,Solanum_trifidum,Solanum,trifidum,,,,,,,
10146,EEG,Solanum_trifidum,Solanum,trifidum,,,,,,,
10147,EEG,Solanum_trifidum,Solanum,trifidum,,,,,,,
10148,EEG,Solanum_trifidum,Solanum,trifidum,,,,,,,
10149,EEG,Solanum_trifidum,Solanum,trifidum,,,,,,,
10150,RZF,Solanum_triflorum,Solanum,triflorum,,24,A,2,SC,,
10151,RZF,Solanum_triflorum,Solanum,triflorum,,24,A,2,SC,,
10152,RZF,Solanum_triflorum,Solanum,triflorum,,24,A,2,SC,,
10153,RZF,Solanum_triflorum,Solanum,triflorum,,24,A,2,SC,,
10154,RZF,Solanum_triflorum,Solanum,triflorum,,24,A,2,SC,,
10155,RZF,Solanum_triflorum,Solanum,triflorum,,24,A,2,SC,,
10156,RZF,Solanum_triflorum,Solanum,triflorum,,24,A,2,SC,,
10157,RZF,Solanum_triflorum,Solanum,triflorum,,24,A,2,SC,,
10158,RZF,Solanum_triflorum,Solanum,triflorum,,24,A,2,SC,,
10159,EEG,Solanum_triflorum,Solanum,triflorum,,,,,,,
10160,EEG,Solanum_triflorum,Solanum,triflorum,,,,,,,
10161,EEG,Solanum_triflorum,Solanum,triflorum,,,,,,,
10162,EEG,Solanum_triflorum,Solanum,triflorum,,,,,,,
10163,EEG,Solanum_triflorum,Solanum,triflorum,,,,,,,
10164,EEG,Solanum_trifolium,Solanum,trifolium,,,,,,,
10165,EEG,Solanum_trigalense,Solanum,trigalense,,,,,,,
10166,RZF,Solanum_trilobatum,Solanum,trilobatum,,24,,2,,,
10167,RZF,Solanum_trilobatum,Solanum,trilobatum,,24,,2,,,
10168,RZF,Solanum_trilobatum,Solanum,trilobatum,,24,,2,,,
10169,RZF,Solanum_trilobatum,Solanum,trilobatum,,24,,2,,,
10170,RZF,Solanum_trilobatum,Solanum,trilobatum,,24,,2,,,
10171,RZF,Solanum_trilobatum,Solanum,trilobatum,,24,,2,,,
10172,RZF,Solanum_trilobatum,Solanum,trilobatum,,24,,2,,,
10173,RZF,Solanum_trilobatum,Solanum,trilobatum,,24,,2,,,
10174,EEG,Solanum_trilobatum,Solanum,trilobatum,,,,,,,
10175,EEG,Solanum_trilobatum,Solanum,trilobatum,,,,,,,
10176,RZF,Solanum_trinitense,Solanum,trinitense,,24,P,2,,,
